SaleID,RetailerCountry,OrderMethod,RetailerType,ProductLine,ProductType,Product,Year,Quarter,Revenue,Quantity,GrossMargin
SaleID_207,Canada,Mail,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2018,Q3 2018,49548.16,186,0.38984669
SaleID_208,Canada,Mail,Sports Store,Outdoor Protection,Watches,Mountain Man Extreme,2018,Q3 2018,4427.35,17,0.60724774
SaleID_209,Canada,Mail,Sports Store,Outdoor Protection,Eyewear,Polar Sun,2018,Q3 2018,1027.6,17,0.58713454
SaleID_210,Canada,Mail,Sports Store,Personal Accessories,Knives,Double Edge,2018,Q3 2018,7455.81,453,0.30920294
SaleID_211,Canada,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Kettle,2018,Q3 2018,13064.49,1045,0.59889783
SaleID_212,Canada,E-mail,Department Store,Sports Equipment,Cooking Gear,TrailChef Utensils,2018,Q3 2018,9526.68,511,0.4700432
SaleID_213,Canada,E-mail,Department Store,Sports Equipment,Tents,Star Gazer 2,2018,Q3 2018,77840.74,144,0.29293788
SaleID_214,Canada,E-mail,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pad,2018,Q3 2018,9444.91,239,0.52382196
SaleID_215,Canada,E-mail,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2018,Q3 2018,8231,472,0.53947977
SaleID_216,Canada,E-mail,Department Store,Camping Equipment,Lanterns,EverGlow Double,2018,Q3 2018,1612.35,31,0.45870566
SaleID_217,Canada,E-mail,Department Store,Personal Accessories,Lanterns,Flicker Lantern,2018,Q3 2018,6057,177,0.55112808
SaleID_218,Mexico,Mail,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,47656.6,392,0.35754797
SaleID_219,Mexico,Mail,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,2018,Q3 2018,64003.26,465,0.3869019
SaleID_220,Mexico,Mail,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,83841.28,338,0.40814629
SaleID_221,Mexico,Mail,Outdoors Shop,Mountaineering Equipment,Packs,Canyon Mule Journey Backpack,2018,Q3 2018,114916.88,346,0.37084729
SaleID_222,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 50,2018,Q3 2018,21156,142,0.33905585
SaleID_223,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 60,2018,Q3 2018,12602,72,0.30165733
SaleID_224,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 100,2018,Q3 2018,35944.6,112,0.31126435
SaleID_225,Mexico,Mail,Outdoors Shop,Personal Accessories,Safety,Granite Signal Mirror,2018,Q3 2018,4304.2,132,0.52422387
SaleID_226,Mexico,Mail,Outdoors Shop,Sports Equipment,Insect Repellents,BugShield Extreme,2018,Q3 2018,20215.06,3059,0.64221884
SaleID_227,Mexico,Mail,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter Stick,2018,Q3 2018,5905.45,1199,0.60587629
SaleID_228,Mexico,Mail,Outdoors Shop,Camping Equipment,Sunscreen,Sun Shelter 30,2018,Q3 2018,12587.9,2659,0.61638298
SaleID_229,Mexico,Mail,Outdoors Shop,Personal Accessories,First Aid,Compact Relief Kit,2018,Q3 2018,3368.3,147,0.61070985
SaleID_230,Mexico,Web,Mall,Personal Accessories,Watches,Mountain Man Digital,2018,Q3 2018,4137.22,101,0.51956351
SaleID_231,Mexico,Web,Mall,Personal Accessories,Watches,Infinity,2018,Q3 2018,340,1,0.42575
SaleID_232,Mexico,Web,Mall,Personal Accessories,Watches,TX,2018,Q3 2018,11944,65,0.453769
SaleID_233,Mexico,Web,Mall,Personal Accessories,Eyewear,Cat Eye,2018,Q3 2018,19526.8,620,0.33391542
SaleID_234,Mexico,Web,Mall,Personal Accessories,Eyewear,Dante,2018,Q3 2018,18320.55,425,
SaleID_235,Mexico,Web,Mall,Personal Accessories,Eyewear,Fairway,2018,Q3 2018,12331.05,609,0.40465786
SaleID_236,Mexico,Web,Mall,Camping Equipment,Binoculars,Ranger Vision,2018,Q3 2018,5700,37,0.37
SaleID_237,Mexico,Web,Mall,Camping Equipment,Navigation,Trail Scout,2018,Q3 2018,4384,20,0.35747899
SaleID_238,Mexico,Web,Mall,Personal Accessories,Irons,Hailstorm Steel Irons,2018,Q3 2018,115368.44,268,0.50000785
SaleID_239,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Umbrella,2018,Q3 2018,21703.34,1740,0.52729686
SaleID_240,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Golf Bag,2018,Q3 2018,36380.64,178,0.62336955
SaleID_241,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Gloves,2018,Q3 2018,5357.34,508,0.7780462
SaleID_242,Mexico,Web,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,17456.76,2806,0.5366559
SaleID_243,Mexico,Web,Department Store,Personal Accessories,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,16863.34,728,0.32009095
SaleID_244,Mexico,Web,Department Store,Sports Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,35007.26,664,0.34681016
SaleID_245,Mexico,Web,Department Store,Personal Accessories,Tents,Star Gazer 2,2018,Q3 2018,164888.47,303,0.29293788
SaleID_246,Mexico,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2018,Q3 2018,6405.53,135,0.37722211
SaleID_247,Mexico,Web,Department Store,Outdoor Protection,Watches,Venue,2018,Q3 2018,28059,385,0.42153475
SaleID_248,Mexico,Web,Department Store,Outdoor Protection,Watches,Infinity,2018,Q3 2018,41319,184,0.46689852
SaleID_249,Mexico,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2018,Q3 2018,5805.7,56,0.53972291
SaleID_250,Mexico,Web,Department Store,Personal Accessories,Eyewear,Capri,2018,Q3 2018,4427.9,115,0.34315927
SaleID_251,Mexico,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 6,2018,Q3 2018,12877.6,18,0.39642625
SaleID_252,Mexico,Sales visit,Department Store,Mountaineering Equipment,Packs,Canyon Mule Journey Backpack,2018,Q3 2018,114583.11,345,0.37084729
SaleID_253,Mexico,Sales visit,Department Store,Personal Accessories,Packs,Canyon Mule Carryall,2018,Q3 2018,41208.55,597,0.41396584
SaleID_254,Mexico,Sales visit,Department Store,Personal Accessories,Lanterns,Firefly Multi-light,2018,Q3 2018,,255,0.32641676
SaleID_255,Brazil,Web,Mall,Camping Equipment,Watches,Venue,2018,Q3 2018,22876,314,0.4217255
SaleID_256,Brazil,Web,Mall,Sports Equipment,Eyewear,Zone,2018,Q3 2018,26181.8,858,0.32811915
SaleID_257,Brazil,Web,Mall,Personal Accessories,Eyewear,Hawk Eye,2018,Q3 2018,20633.5,509,0.40330801
SaleID_258,Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2018,Q3 2018,5680.05,109,0.45870566
SaleID_259,Brazil,Web,Department Store,Personal Accessories,Sunscreen,Sun Shield,2018,Q3 2018,5943.28,1006,0.5357732
SaleID_260,Brazil,Web,Department Store,Personal Accessories,First Aid,Deluxe Family Relief Kit,2018,Q3 2018,6717.8,196,0.59841911
SaleID_261,Brazil,Web,Department Store,Camping Equipment,Irons,Lady Hailstorm Steel Irons,2018,Q3 2018,61196.38,124,0.45535634
SaleID_262,Brazil,Web,Department Store,Sports Equipment,Irons,Lady Hailstorm Titanium Irons,2018,Q3 2018,60268.96,74,0.45955007
SaleID_263,Japan,Fax,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Carabiner,2018,Q3 2018,9334,2432,0.49421053
SaleID_264,Japan,Fax,Outdoors Shop,Personal Accessories,Climbing Accessories,Granite Belay,2018,Q3 2018,13194.2,201,0.48613982
SaleID_265,Japan,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2018,Q3 2018,10383.94,281,0.51217037
SaleID_266,Japan,Fax,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Rechargeable Battery,2018,Q3 2018,7383.36,931,
SaleID_267,Japan,Mail,Online Retailer,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,33425.56,533,0.27099426
SaleID_268,Japan,Mail,Online Retailer,Camping Equipment,Packs,Canyon Mule Journey Backpack,2018,Q3 2018,77200.87,233,0.37084729
SaleID_269,Japan,Mail,Online Retailer,Mountaineering Equipment,Lanterns,EverGlow Butane,2018,Q3 2018,4475.12,70,0.37851104
SaleID_270,Japan,Mail,Online Retailer,Sports Equipment,Insect Repellents,BugShield Natural,2018,Q3 2018,7555.42,1283,0.69041237
SaleID_271,Japan,Mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2018,Q3 2018,4849.9,1340,0.77056338
SaleID_272,Japan,Mail,Sports Store,Personal Accessories,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,32797.96,523,0.27099426
SaleID_273,Japan,Mail,Sports Store,Personal Accessories,First Aid,Calamine Relief,2018,Q3 2018,586,83,0.53833333
SaleID_274,Japan,Mail,Sports Store,Camping Equipment,Irons,Hailstorm Titanium Irons,2018,Q3 2018,55960.48,66,0.44751289
SaleID_275,Japan,Mail,Sports Store,Outdoor Protection,Woods,Hailstorm Titanium Woods Set,2018,Q3 2018,83737.4,72,0.43250716
SaleID_276,Japan,Mail,Sports Store,Personal Accessories,Woods,Lady Hailstorm Steel Woods Set,2018,Q3 2018,36059.14,44,0.45845066
SaleID_277,Japan,Mail,Sports Store,Personal Accessories,Golf Accessories,Course Pro Gloves,2018,Q3 2018,4370.29,413,0.7780462
SaleID_278,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,2018,Q3 2018,15487.08,2460,0.54194888
SaleID_279,Japan,E-mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2018,Q3 2018,13792.37,595,0.32009095
SaleID_280,Japan,E-mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2018,Q3 2018,3660.65,1005,0.77056338
SaleID_281,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,30419.75,577,0.34681016
SaleID_282,Japan,E-mail,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,,498,0.27099426
SaleID_283,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Kettle,2018,Q3 2018,16419.34,1288,0.60732072
SaleID_284,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Utensils,2018,Q3 2018,13103.45,697,0.47552646
SaleID_285,Japan,E-mail,Department Store,Camping Equipment,Tents,Star Lite,2018,Q3 2018,122915.76,355,0.29144401
SaleID_286,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,EverGlow Single,2018,Q3 2018,13876.95,409,0.47706056
SaleID_287,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,EverGlow Lamp,2018,Q3 2018,15127.86,559,0.34395107
SaleID_288,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,Flicker Lantern,2018,Q3 2018,7044.16,206,0.55112808
SaleID_289,Japan,E-mail,Direct Marketing,Personal Accessories,Insect Repellents,BugShield Lotion Lite,2018,Q3 2018,2760,382,0.74142857
SaleID_290,Japan,E-mail,Direct Marketing,Sports Equipment,First Aid,Calamine Relief,2018,Q3 2018,586,83,0.53833333
SaleID_291,Japan,E-mail,Direct Marketing,Personal Accessories,First Aid,Aloe Relief,2018,Q3 2018,1078.01,189,0.64288719
SaleID_292,Japan,Web,Mall,Personal Accessories,Watches,Mountain Man Analog,2018,Q3 2018,3884.1,81,0.3836952
SaleID_293,Japan,Web,Mall,Camping Equipment,Watches,Mountain Man Combination,2018,Q3 2018,12839.38,136,0.53666456
SaleID_294,Japan,Web,Mall,Personal Accessories,Watches,Venue,2018,Q3 2018,93248,1278,
SaleID_295,Japan,Web,Mall,Sports Equipment,Watches,Infinity,2018,Q3 2018,101493,437,0.45991863
SaleID_296,Japan,Web,Mall,Camping Equipment,Watches,Lux,2018,Q3 2018,20282.4,119,0.48266232
SaleID_297,Japan,Web,Mall,Personal Accessories,Watches,Sam,2018,Q3 2018,13390.4,298,0.39229098
SaleID_298,Japan,Web,Mall,Personal Accessories,Watches,TX,2018,Q3 2018,76980,414,0.45755749
SaleID_299,Japan,Web,Department Store,Personal Accessories,Watches,Kodiak,2018,Q3 2018,22568.7,177,0.48371766
SaleID_300,Japan,Web,Outdoors Shop,Mountaineering Equipment,Tents,Star Gazer 2,2018,Q3 2018,94812.31,175,0.29293788
SaleID_301,Japan,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2018,Q3 2018,157929.68,250,0.3406202
SaleID_302,Japan,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2018,Q3 2018,27768.41,37,0.39015954
SaleID_303,Japan,Web,Outdoors Shop,Personal Accessories,Tents,Star Peg,2018,Q3 2018,6188.5,3077,0.50494949
SaleID_304,Japan,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2018,Q3 2018,47716.9,347,0.3869019
SaleID_305,Japan,Web,Outdoors Shop,Sports Equipment,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,229391.6,922,0.40814629
SaleID_306,Japan,Web,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator Self - Inflating Mat,2018,Q3 2018,60752.41,509,0.5540107
SaleID_307,Japan,Web,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator Camp Cot,2018,Q3 2018,26616.7,278,0.33379595
SaleID_308,Japan,Web,Outdoors Shop,Personal Accessories,Climbing Accessories,Firefly Rechargeable Battery,2018,Q3 2018,41328.32,5306,0.60475429
SaleID_309,Japan,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Chalk Bag,2018,Q3 2018,16999.12,960,0.52643991
SaleID_310,Japan,Web,Outdoors Shop,Personal Accessories,Tools,Granite Ice,2018,Q3 2018,107560.8,1431,0.49178191
SaleID_311,Japan,Web,Outdoors Shop,Camping Equipment,Eyewear,Dante,2018,Q3 2018,125231.65,2895,0.36029467
SaleID_312,Japan,Web,Outdoors Shop,Mountaineering Equipment,Eyewear,Fairway,2018,Q3 2018,120798.5,5992,0.40592936
SaleID_313,Japan,Web,Outdoors Shop,Mountaineering Equipment,Eyewear,Inferno,2018,Q3 2018,120392.7,1875,0.41617136
SaleID_314,Japan,Web,Sports Store,Mountaineering Equipment,Eyewear,Polar Sports,2018,Q3 2018,13133.42,115,0.49950928
SaleID_315,Japan,Web,Sports Store,Camping Equipment,Eyewear,Polar Wave,2018,Q3 2018,2012.4,22,0.57996444
SaleID_316,Japan,Web,Sports Store,Sports Equipment,Eyewear,Bella,2018,Q3 2018,5635,84,0.45560434
SaleID_317,Japan,Web,Sports Store,Personal Accessories,Eyewear,Capri,2018,Q3 2018,1632,42,0.34315927
SaleID_318,Japan,Web,Sports Store,Camping Equipment,Eyewear,Cat Eye,2018,Q3 2018,51808.1,1752,0.32856788
SaleID_319,Japan,Web,Sports Store,Outdoor Protection,Eyewear,Dante,2018,Q3 2018,99235.4,2278,0.35703426
SaleID_320,Japan,Web,Sports Store,Outdoor Protection,Eyewear,Fairway,2018,Q3 2018,97041.65,4813,0.40648809
SaleID_321,Japan,Web,Sports Store,Mountaineering Equipment,Navigation,Sky Pilot,2018,Q3 2018,19432,56,0.34530364
SaleID_322,Japan,Web,Sports Store,Camping Equipment,Insect Repellents,BugShield Natural,2018,Q3 2018,13229.92,2258,0.69041237
SaleID_323,Japan,Web,Sports Store,Mountaineering Equipment,Insect Repellents,BugShield Spray,2018,Q3 2018,12351.2,2082,0.6993039
SaleID_324,Japan,Web,Sports Store,Camping Equipment,Insect Repellents,BugShield Lotion,2018,Q3 2018,5368.48,770,0.67034985
SaleID_325,Japan,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2018,Q3 2018,9233.6,1866,0.61204082
SaleID_326,Singapore,Fax,Outdoors Shop,Sports Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2018,Q3 2018,56070.46,461,
SaleID_327,Singapore,Fax,Outdoors Shop,Personal Accessories,Tents,Star Lite,2018,Q3 2018,174060,502,0.29144401
SaleID_328,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,2018,Q3 2018,63451.18,461,0.3869019
SaleID_329,Singapore,Fax,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator Extreme,2018,Q3 2018,71878.24,290,0.40814629
SaleID_330,Singapore,Fax,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2018,Q3 2018,89216.59,269,0.37084729
SaleID_331,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,First Aid,Compact Relief Kit,2018,Q3 2018,6659.14,293,0.61070985
SaleID_332,Singapore,Fax,Outdoors Shop,Personal Accessories,First Aid,Aloe Relief,2018,Q3 2018,821.74,140,0.64288719
SaleID_333,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,First Aid,Insect Bite Relief,2018,Q3 2018,1036,158,0.55
SaleID_334,Singapore,Phone,Department Store,Personal Accessories,Tents,Star Gazer 6,2018,Q3 2018,32942.74,44,0.3833775
SaleID_335,Singapore,Phone,Department Store,Outdoor Protection,Tents,Star Peg,2018,Q3 2018,,1903,0.49453608
SaleID_336,Singapore,Phone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2018,Q3 2018,55226.68,653,0.30145017
SaleID_337,Singapore,Phone,Department Store,Sports Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2018,Q3 2018,24624.15,207,0.5540107
SaleID_338,Singapore,Phone,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pillow,2018,Q3 2018,6314.56,365,0.53453271
SaleID_339,Singapore,Phone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2018,Q3 2018,39776.84,406,0.34560737
SaleID_340,Singapore,Web,Mall,Outdoor Protection,Watches,Mountain Man Analog,2018,Q3 2018,10242.92,215,0.3800039
SaleID_341,Singapore,Web,Mall,Mountaineering Equipment,Watches,Mountain Man Digital,2018,Q3 2018,3810.98,93,0.51956351
SaleID_342,Singapore,Web,Mall,Camping Equipment,Watches,Venue,2018,Q3 2018,8057,111,0.42068493
SaleID_343,Singapore,Web,Mall,Personal Accessories,Watches,Infinity,2018,Q3 2018,18580,83,0.45931602
SaleID_344,Singapore,Web,Mall,Camping Equipment,Watches,Lux,2018,Q3 2018,7456.8,46,0.48476077
SaleID_345,Singapore,Web,Department Store,Personal Accessories,Tents,Star Dome,2018,Q3 2018,79027.36,131,0.36277197
SaleID_346,Singapore,Web,Department Store,Personal Accessories,Tents,Star Gazer 2,2018,Q3 2018,135325.09,249,0.29293788
SaleID_347,Singapore,Web,Department Store,Outdoor Protection,Tents,Star Gazer 3,2018,Q3 2018,154747.63,245,0.3406202
SaleID_348,Singapore,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2018,Q3 2018,49580.34,64,0.39601877
SaleID_349,Singapore,Web,Department Store,Personal Accessories,Tents,Star Peg,2018,Q3 2018,4794.2,2397,0.49979592
SaleID_350,Singapore,Web,Department Store,Mountaineering Equipment,Eyewear,Cat Eye,2018,Q3 2018,50087.6,1628,0.33166717
SaleID_351,Singapore,Web,Department Store,Personal Accessories,Eyewear,Dante,2018,Q3 2018,45953.2,1066,0.36178723
SaleID_352,Singapore,Web,Department Store,Mountaineering Equipment,Eyewear,Fairway,2018,Q3 2018,11202.65,553,0.40583973
SaleID_353,Singapore,Web,Department Store,Personal Accessories,Eyewear,Inferno,2018,Q3 2018,30692.25,475,0.40561392
SaleID_354,Singapore,Web,Department Store,Camping Equipment,Eyewear,Maximus,2018,Q3 2018,58284,717,0.49935996
SaleID_355,Korea,Sales visit,Department Store,Personal Accessories,Safety,Husky Harness Extreme,2018,Q3 2018,82923.4,803,0.48843327
SaleID_356,Korea,Sales visit,Department Store,Mountaineering Equipment,Safety,Granite Signal Mirror,2018,Q3 2018,9446.26,291,0.52422387
SaleID_357,Korea,Sales visit,Department Store,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2018,Q3 2018,14124.8,3732,0.4887234
SaleID_358,Korea,Sales visit,Department Store,Camping Equipment,Climbing Accessories,Granite Belay,2018,Q3 2018,17142.2,261,0.48613982
SaleID_359,Korea,Sales visit,Department Store,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2018,Q3 2018,15065.16,408,0.51217037
SaleID_360,Korea,Sales visit,Department Store,Personal Accessories,Climbing Accessories,Firefly Climbing Lamp,2018,Q3 2018,8439.85,217,0.43768755
SaleID_361,Korea,Sales visit,Department Store,Camping Equipment,Climbing Accessories,Firefly Charger,2018,Q3 2018,14594.8,284,0.57498054
SaleID_362,Korea,Sales visit,Department Store,Sports Equipment,Navigation,Glacier GPS Extreme,2018,Q3 2018,34240.02,103,0.4879303
SaleID_363,Korea,Sales visit,Department Store,Personal Accessories,Insect Repellents,BugShield Natural,2018,Q3 2018,10168.48,1750,0.68708333
SaleID_364,Korea,Sales visit,Department Store,Sports Equipment,Insect Repellents,BugShield Extreme,2018,Q3 2018,22695.72,3436,0.64221884
SaleID_365,Korea,Sales visit,Department Store,Mountaineering Equipment,Sunscreen,Sun Shelter Stick,2018,Q3 2018,5721.15,1161,0.60587629
SaleID_366,Korea,Sales visit,Department Store,Camping Equipment,Sunscreen,Sun Shelter 30,2018,Q3 2018,13128.4,2774,0.61638298
SaleID_367,Korea,Sales visit,Department Store,Mountaineering Equipment,First Aid,Compact Relief Kit,2018,Q3 2018,3638.78,159,0.61070985
SaleID_368,Korea,Other,Sports Store,Personal Accessories,Cooking Gear,TrailChef Cup,2018,Q3 2018,12132.28,3430,0.76783476
SaleID_369,Korea,Other,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,2018,Q3 2018,45663.76,728,0.27099426
SaleID_370,China,Fax,Mall,Sports Equipment,Irons,Hailstorm Steel Irons,2018,Q3 2018,144835.56,336,0.50000785
SaleID_371,China,Fax,Mall,Personal Accessories,Irons,Lady Hailstorm Titanium Irons,2018,Q3 2018,87010.72,106,0.45955007
SaleID_372,China,Fax,Mall,Mountaineering Equipment,Woods,Hailstorm Steel Woods Set,2018,Q3 2018,83188.48,129,0.48786745
SaleID_373,China,Fax,Mall,Outdoor Protection,Woods,Lady Hailstorm Titanium Woods Set,2018,Q3 2018,90847.94,73,0.49311609
SaleID_374,China,Fax,Mall,Mountaineering Equipment,Golf Accessories,Course Pro Golf and Tee Set,2018,Q3 2018,23613.63,2305,0.73575906
SaleID_375,China,Phone,Mall,Camping Equipment,Irons,Hailstorm Titanium Irons,2018,Q3 2018,335262.88,386,0.44751289
SaleID_376,China,Phone,Mall,Sports Equipment,Irons,Lady Hailstorm Steel Irons,2018,Q3 2018,42667.15,87,0.45535634
SaleID_377,China,Phone,Mall,Mountaineering Equipment,Irons,Lady Hailstorm Titanium Irons,2018,Q3 2018,134644.48,163,0.45955007
SaleID_378,China,Phone,Mall,Camping Equipment,Woods,Hailstorm Titanium Woods Set,2018,Q3 2018,431430.02,363,0.43250716
SaleID_379,China,Phone,Mall,Personal Accessories,Woods,Hailstorm Steel Woods Set,2018,Q3 2018,170856.64,263,0.48786745
SaleID_380,China,Phone,Mall,Camping Equipment,Woods,Lady Hailstorm Titanium Woods Set,2018,Q3 2018,89569.8,72,0.49311609
SaleID_381,China,Phone,Mall,Personal Accessories,Woods,Lady Hailstorm Steel Woods Set,2018,Q3 2018,67737.43,81,0.45845066
SaleID_382,China,Phone,Mall,Personal Accessories,Putters,Blue Steel Max Putter,2018,Q3 2018,48150.57,285,0.46933212
SaleID_383,China,Phone,Mall,Personal Accessories,Golf Accessories,Course Pro Gloves,2018,Q3 2018,7726.26,736,0.7780462
SaleID_384,China,Phone,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2018,Q3 2018,49718.93,943,0.34681016
SaleID_385,China,Phone,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Double Flame,2018,Q3 2018,44895.24,316,0.4842745
SaleID_386,China,Phone,Outdoors Shop,Camping Equipment,Rope,Husky Rope 200,2018,Q3 2018,100629.28,188,0.32477575
SaleID_387,China,Phone,Outdoors Shop,Outdoor Protection,Safety,Granite Climbing Helmet,2018,Q3 2018,41766.44,601,0.25468085
SaleID_388,China,Phone,Outdoors Shop,Camping Equipment,Safety,Husky Harness,2018,Q3 2018,21912.7,359,0.29363339
SaleID_389,China,Phone,,Sports Equipment,Safety,Husky Harness Extreme,2018,Q3 2018,52317,507,0.48843327
SaleID_390,China,Phone,,Camping Equipment,Eyewear,Polar Ice,2018,Q3 2018,3056.8,30,0.53945076
SaleID_391,China,Phone,Outdoors Shop,Camping Equipment,Eyewear,,2018,Q3 2018,3379.85,37,0.57119945
SaleID_392,China,Web,Mall,Personal Accessories,Watches,Venue,2018,Q3 2018,17036,234,0.42117501
SaleID_393,China,Web,Mall,Mountaineering Equipment,Watches,Infinity,2018,Q3 2018,48184,212,0.46102778
SaleID_394,China,Web,Mall,Outdoor Protection,Watches,Lux,2018,Q3 2018,5339.2,32,0.48274393
SaleID_395,China,Web,Mall,Camping Equipment,Watches,Sam,2018,Q3 2018,14468,322,0.39173719
SaleID_396,China,Web,Mall,Personal Accessories,Watches,TX,2018,Q3 2018,30932,166,0.45766736
SaleID_397,China,Web,Mall,Camping Equipment,Watches,Legend,2018,Q3 2018,32508.6,123,0.44919021
SaleID_398,China,Web,Mall,Camping Equipment,Watches,Kodiak,2018,Q3 2018,5170,41,0.49010651
SaleID_399,Australia,Phone,Outdoors Shop,Outdoor Protection,Rope,Husky Rope 60,2018,Q3 2018,7065.4,41,0.30165733
SaleID_400,Australia,Phone,Outdoors Shop,Camping Equipment,Rope,Husky Rope 100,2018,Q3 2018,21280.9,67,0.31126435
SaleID_401,Australia,Phone,Outdoors Shop,Personal Accessories,Rope,Husky Rope 200,2018,Q3 2018,18476.32,36,0.32477575
SaleID_402,Australia,Phone,Outdoors Shop,Outdoor Protection,Safety,Granite Climbing Helmet,2018,Q3 2018,15542.32,224,0.25468085
SaleID_403,Australia,Phone,Outdoors Shop,Personal Accessories,Safety,Husky Harness,2018,Q3 2018,8165.2,134,0.29363339
SaleID_404,Australia,Phone,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2018,Q3 2018,39702.2,385,0.48843327
SaleID_405,Australia,Phone,Outdoors Shop,Sports Equipment,Safety,Granite Signal Mirror,2018,Q3 2018,4687,141,0.53393939
SaleID_406,Australia,Phone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2018,Q3 2018,9673.76,2475,0.50371198
SaleID_407,Australia,Phone,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Belay,2018,Q3 2018,16484.2,251,0.48613982
SaleID_408,Australia,Phone,Outdoors Shop,Outdoor Protection,Climbing Accessories,Granite Pulley,2018,Q3 2018,13811.92,374,0.51217037
SaleID_409,Australia,Web,Department Store,Outdoor Protection,Tents,Star Peg,2018,Q3 2018,4072.96,1979,0.51238613
SaleID_410,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator Lite,2018,Q3 2018,52008.84,615,0.30145017
SaleID_411,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,,,Q3 2018,42334.12,308,0.3869019
SaleID_412,Australia,Web,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pad,2018,Q3 2018,25319.26,1036,0.39499385
SaleID_413,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator Pillow,2018,Q3 2018,6241.5,357,0.53947977
